ID,round,choice,reward
0,0,1,12.857142857142858
0,1,1,0.0
0,2,0,5.0
0,3,0,5.0
0,4,0,5.0
0,5,1,0.0
0,6,1,0.0
0,7,0,5.0
0,8,1,12.857142857142858
0,9,0,5.0
0,10,0,5.0
0,11,0,5.0
0,12,0,5.0
0,13,0,5.0
0,14,1,12.857142857142858
0,15,1,0.0
0,16,1,0.0
0,17,0,5.0
0,18,0,5.0
0,19,0,5.0
0,20,1,0.0
0,21,0,5.0
0,22,1,0.0
0,23,0,5.0
0,24,1,12.857142857142858
0,25,1,0.0
0,26,1,12.857142857142858
0,27,1,0.0
0,28,0,5.0
0,29,0,5.0
0,30,0,5.0
0,31,0,5.0
0,32,1,12.857142857142858
0,33,1,12.857142857142858
0,34,0,5.0
0,35,0,5.0
0,36,0,5.0
0,37,1,12.857142857142858
0,38,1,0.0
0,39,0,5.0
0,40,1,12.857142857142858
0,41,1,12.857142857142858
0,42,1,12.857142857142858
0,43,1,12.857142857142858
0,44,1,12.857142857142858
0,45,0,5.0
0,46,0,5.0
0,47,0,5.0
0,48,1,12.857142857142858
0,49,0,5.0
0,50,1,12.857142857142858
0,51,0,5.0
0,52,0,5.0
0,53,0,5.0
0,54,0,5.0
0,55,1,12.857142857142858
0,56,0,5.0
0,57,0,5.0
0,58,0,5.0
0,59,1,12.857142857142858
0,60,1,0.0
0,61,0,5.0
0,62,1,12.857142857142858
0,63,1,12.857142857142858
0,64,1,12.857142857142858
0,65,0,5.0
0,66,0,5.0
0,67,0,5.0
0,68,1,12.857142857142858
0,69,0,5.0
0,70,0,5.0
0,71,0,5.0
0,72,0,5.0
0,73,1,12.857142857142858
0,74,1,0.0
0,75,0,5.0
0,76,0,5.0
0,77,1,0.0
0,78,0,5.0
0,79,1,12.857142857142858
0,80,1,12.857142857142858
0,81,1,0.0
0,82,1,0.0
0,83,0,5.0
0,84,0,5.0
0,85,0,5.0
0,86,0,5.0
0,87,1,12.857142857142858
0,88,0,5.0
0,89,0,5.0
0,90,1,12.857142857142858
0,91,1,0.0
0,92,1,12.857142857142858
0,93,1,12.857142857142858
0,94,1,12.857142857142858
0,95,1,12.857142857142858
0,96,1,12.857142857142858
0,97,1,0.0
0,98,0,5.0
0,99,0,5.0
1,0,0,5.0
1,1,1,12.857142857142858
1,2,0,5.0
1,3,0,5.0
1,4,0,5.0
1,5,0,5.0
1,6,0,5.0
1,7,1,12.857142857142858
1,8,1,12.857142857142858
1,9,1,12.857142857142858
1,10,1,12.857142857142858
1,11,1,12.857142857142858
1,12,0,5.0
1,13,0,5.0
1,14,0,5.0
1,15,0,5.0
1,16,0,5.0
1,17,0,5.0
1,18,0,5.0
1,19,1,0.0
1,20,0,5.0
1,21,0,5.0
1,22,0,5.0
1,23,1,12.857142857142858
1,24,1,12.857142857142858
1,25,1,0.0
1,26,1,0.0
1,27,0,5.0
1,28,0,5.0
1,29,0,5.0
1,30,1,12.857142857142858
1,31,0,5.0
