ID,round,choice,reward
0,0,0,5
0,1,0,5
0,2,0,5
0,3,0,5
0,4,0,5
0,5,0,5
0,6,0,5
0,7,0,5
0,8,0,5
0,9,0,5
0,10,0,5
0,11,0,5
0,12,0,5
0,13,0,5
0,14,1,30
0,15,1,0
0,16,0,5
0,17,1,30
0,18,1,30
0,19,1,30
0,20,1,0
0,21,1,0
0,22,1,0
0,23,1,30
0,24,1,30
0,25,1,0
0,26,1,30
0,27,1,0
0,28,1,0
0,29,1,30
0,30,1,30
0,31,1,30
0,32,1,0
0,33,0,5
0,34,1,0
0,35,0,5
0,36,0,5
0,37,0,5
0,38,0,5
0,39,1,0
0,40,1,30
0,41,1,0
0,42,0,5
0,43,1,0
0,44,1,30
0,45,1,30
0,46,1,0
0,47,0,5
0,48,1,30
0,49,1,0
0,50,0,5
0,51,0,5
0,52,1,30
0,53,0,5
0,54,1,30
0,55,1,30
0,56,1,30
0,57,1,30
0,58,1,30
0,59,1,0
0,60,1,30
0,61,1,30
0,62,1,30
0,63,1,30
0,64,1,30
0,65,1,30
0,66,1,0
0,67,1,0
0,68,0,5
0,69,0,5
0,70,1,0
0,71,0,5
0,72,1,30
0,73,1,0
0,74,1,0
0,75,1,30
0,76,1,30
0,77,1,0
0,78,1,0
0,79,1,30
0,80,1,0
0,81,0,5
0,82,0,5
0,83,1,30
0,84,1,0
0,85,1,30
0,86,1,30
0,87,1,0
0,88,1,30
0,89,1,30
0,90,0,5
0,91,0,5
0,92,0,5
0,93,1,0
0,94,1,0
0,95,1,0
0,96,1,0
0,97,1,30
0,98,1,30
0,99,1,30
1,0,0,5
1,1,0,5
1,2,1,0
1,3,0,5
1,4,1,30
1,5,1,0
1,6,1,30
1,7,1,30
1,8,1,30
1,9,1,30
1,10,0,5
1,11,0,5
1,12,1,30
1,13,1,30
1,14,0,5
1,15,0,5
1,16,0,5
1,17,0,5
1,18,1,0
1,19,0,5
1,20,1,0
1,21,1,30
1,22,0,5
1,23,0,5
1,24,1,30
1,25,1,0
1,26,1,30
1,27,0,5
1,28,0,5
1,29,0,5
1,30,1,30
1,31,1,0
1,32,1,30
1,33,1,30
1,34,1,30
1,35,1,0
1,36,0,5
1,37,1,30
1,38,1,0
1,39,1,30
1,40,0,5
1,41,1,30
1,42,1,30
1,43,1,0
1,44,1,30
1,45,1,30
1,46,1,30
1,47,1,30
1,48,1,30
1,49,1,30
1,50,1,0
1,51,1,30
1,52,1,30
1,53,1,0
1,54,1,30
1,55,1,30
1,56,1,0
1,57,1,30
1,58,1,0
1,59,1,30
1,60,1,30
1,61,1,0
1,62,0,5
1,63,0,5
1,64,1,30
1,65,0,5
1,66,0,5
1,67,0,5
1,68,1,30
1,69,1,0
1,70,1,30
1,71,1,0
1,72,1,30
1,73,1,0
1,74,0,5
1,75,0,5
1,76,0,5
1,77,1,30
1,78,1,30
1,79,1,30
1,80,1,0
1,81,0,5
1,82,0,5
1,83,1,30
1,84,1,30
1,85,1,30
1,86,1,30
1,87,0,5
1,88,1,0
1,89,0,5
1,90,1,30
1,91,1,30
1,92,1,30
1,93,1,0
1,94,1,0
1,95,1,30
1,96,1,0
1,97,0,5
1,98,1,30
1,99,1,0
2,0,1,30
2,1,1,0
2,2,1,30
2,3,1,30
2,4,1,0
2,5,0,5
2,6,0,5
2,7,0,5
2,8,0,5
2,9,1,30
2,10,1,0
2,11,0,5
2,12,0,5
2,13,0,5
2,14,0,5
2,15,1,0
2,16,0,5
2,17,1,0
2,18,0,5
2,19,1,30
2,20,1,30
2,21,1,0
2,22,0,5
2,23,1,0
2,24,0,5
2,25,0,5
2,26,1,30
2,27,1,0
2,28,1,30
2,29,1,0
2,30,1,0
2,31,1,30
2,32,1,30
2,33,1,30
2,34,1,30
2,35,1,0
2,36,1,30
2,37,1,0
2,38,1,30
2,39,1,0
2,40,0,5
2,41,1,30
2,42,1,30
2,43,1,0
2,44,1,30
2,45,1,0
2,46,0,5
2,47,0,5
2,48,0,5
2,49,1,0
2,50,1,0
2,51,1,30
2,52,1,30
2,53,0,5
2,54,0,5
2,55,1,0
2,56,1,0
2,57,1,30
2,58,1,30
2,59,1,30
2,60,1,30
2,61,1,30
2,62,1,0
2,63,1,0
2,64,1,30
2,65,0,5
2,66,1,0
2,67,1,30
2,68,1,30
2,69,0,5
2,70,0,5
2,71,1,0
2,72,1,30
2,73,1,0
2,74,1,0
2,75,1,0
2,76,1,30
2,77,1,30
2,78,1,30
2,79,1,30
2,80,1,30
2,81,1,0
2,82,1,30
2,83,0,5
2,84,1,0
2,85,0,5
2,86,1,0
2,87,0,5
2,88,1,30
2,89,1,30
2,90,1,0
2,91,0,5
2,92,0,5
2,93,0,5
2,94,0,5
2,95,0,5
2,96,0,5
2,97,0,5
2,98,1,0
2,99,0,5
3,0,0,5
3,1,1,0
3,2,0,5
3,3,0,5
3,4,1,0
3,5,1,30
3,6,1,0
3,7,1,30
3,8,0,5
3,9,1,30
3,10,1,0
3,11,0,5
3,12,0,5
3,13,1,30
3,14,0,5
3,15,1,30
3,16,1,30
3,17,1,0
3,18,1,30
3,19,1,0
3,20,1,30
3,21,1,0
3,22,0,5
3,23,1,30
3,24,1,30
3,25,1,30
3,26,1,0
3,27,1,0
3,28,1,30
3,29,0,5
3,30,1,0
3,31,0,5
3,32,0,5
3,33,0,5
3,34,1,0
3,35,0,5
3,36,0,5
3,37,0,5
3,38,1,0
3,39,1,0
3,40,0,5
3,41,1,30
3,42,1,30
3,43,0,5
3,44,0,5
3,45,1,30
3,46,1,0
3,47,0,5
3,48,1,30
3,49,1,30
3,50,1,30
3,51,1,30
3,52,1,0
3,53,1,0
3,54,1,30
3,55,0,5
3,56,1,30
3,57,1,30
3,58,1,0
3,59,1,30
3,60,1,30
3,61,1,30
3,62,1,30
3,63,1,0
3,64,1,30
3,65,1,30
3,66,1,30
3,67,1,30
3,68,1,30
3,69,1,30
3,70,1,0
3,71,1,30
3,72,1,30
3,73,1,30
3,74,1,0
3,75,1,0
3,76,1,0
3,77,1,30
3,78,1,30
3,79,1,30
3,80,1,0
3,81,1,0
3,82,1,30
3,83,1,30
3,84,1,0
3,85,1,30
3,86,1,30
3,87,1,30
3,88,1,0
3,89,1,30
3,90,1,30
3,91,1,30
3,92,0,5
3,93,1,0
3,94,1,30
3,95,1,30
3,96,1,30
3,97,1,0
3,98,1,0
3,99,0,5
4,0,0,5
4,1,1,0
4,2,1,30
4,3,0,5
4,4,1,0
4,5,1,30
4,6,1,0
4,7,1,30
4,8,1,30
4,9,1,30
4,10,1,30
4,11,1,0
4,12,1,30
4,13,1,30
4,14,1,30
4,15,1,30
4,16,1,30
4,17,1,30
4,18,1,30
4,19,1,30
4,20,1,30
4,21,1,0
4,22,1,0
4,23,1,30
4,24,1,30
4,25,1,0
4,26,1,0
4,27,1,30
4,28,1,30
4,29,1,0
4,30,1,30
4,31,0,5
4,32,1,30
4,33,0,5
4,34,1,30
4,35,1,30
4,36,1,0
4,37,1,30
4,38,1,30
4,39,0,5
4,40,1,30
4,41,1,30
4,42,1,30
4,43,1,30
4,44,1,30
4,45,1,30
4,46,1,30
4,47,1,0
4,48,1,0
4,49,0,5
4,50,1,0
4,51,0,5
4,52,1,30
4,53,1,0
4,54,1,30
4,55,1,0
4,56,1,30
4,57,1,0
4,58,1,30
4,59,1,30
4,60,1,0
4,61,0,5
4,62,0,5
4,63,0,5
4,64,0,5
4,65,0,5
4,66,1,30
4,67,1,0
4,68,0,5
4,69,0,5
4,70,1,30
4,71,1,30
4,72,1,30
4,73,1,0
4,74,1,30
4,75,0,5
4,76,1,30
4,77,0,5
4,78,1,30
4,79,1,30
4,80,1,30
4,81,1,0
4,82,1,30
4,83,1,30
4,84,0,5
4,85,0,5
4,86,0,5
4,87,1,0
4,88,1,0
4,89,0,5
4,90,0,5
4,91,0,5
4,92,1,0
4,93,0,5
4,94,1,30
4,95,1,30
4,96,1,30
4,97,1,30
4,98,1,0
4,99,0,5
5,0,0,5
5,1,0,5
5,2,1,0
5,3,1,30
5,4,1,30
5,5,1,30
5,6,1,0
5,7,1,0
5,8,0,5
5,9,1,30
5,10,1,0
5,11,1,30
5,12,0,5
5,13,1,30
5,14,1,30
5,15,1,30
5,16,1,30
5,17,1,30
5,18,0,5
5,19,0,5
5,20,1,30
5,21,1,0
5,22,1,30
5,23,0,5
5,24,1,30
5,25,1,30
5,26,1,30
5,27,1,0
5,28,1,0
5,29,1,30
5,30,1,30
5,31,1,30
5,32,1,30
5,33,1,0
5,34,1,30
5,35,1,0
5,36,0,5
5,37,0,5
5,38,0,5
5,39,1,30
5,40,1,30
5,41,1,30
5,42,1,0
5,43,0,5
5,44,1,0
5,45,1,0
5,46,1,0
5,47,0,5
5,48,0,5
5,49,1,0
5,50,1,30
5,51,1,0
5,52,0,5
5,53,1,0
5,54,0,5
5,55,0,5
5,56,0,5
5,57,0,5
5,58,0,5
5,59,0,5
5,60,0,5
5,61,1,30
5,62,1,0
5,63,1,30
5,64,1,30
5,65,1,0
5,66,1,30
5,67,1,30
5,68,1,30
5,69,1,0
